x,y
-3.0,9.496714153011233
-2.993993993993994,8.825735734900922
-2.987987987987988,9.575760754461196
-2.981981981981982,10.415246397273215
-2.975975975975976,8.622279634862828
-2.96996996996997,8.586584665574243
-2.963963963963964,10.364295195184365
-2.957957957957958,9.51695001019972
-2.951951951951952,8.24454594069799
-2.945945945945946,9.22115756002132
-2.93993993993994,8.179829157641596
-2.933933933933934,8.142238575118792
-2.9279279279279278,8.814724222706364
-2.921921921921922,6.624347473150101
-2.915915915915916,6.777647796178723
-2.90990990990991,7.905288154550927
-2.903903903903904,7.41982676277391
-2.8978978978978978,8.712059559236328
-2.891891891891892,7.455014638868856
-2.885885885885886,6.9160336450200735
-2.87987987987988,9.759356891458506
-2.873873873873874,8.033374742448292
-2.8678678678678677,8.292194312236914
-2.861861861861862,6.765505130165987
-2.855855855855856,7.611529944901002
-2.84984984984985,8.232566756399077
-2.843843843843844,6.936454230746226
-2.8378378378378377,8.429021612209805
-2.831831831831832,7.418632833857226
-2.825825825825826,7.693597848110935
-2.81981981981982,7.349677204019285
-2.813813813813814,9.769826363318378
-2.8078078078078077,7.8702874608485525
-2.8018018018018016,6.792382407623922
-2.795795795795796,8.639019043892636
-2.78978978978979,6.5620834212443375
-2.7837837837837838,7.958315749862316
-2.7777777777777777,5.756379258836273
-2.7717717717717716,6.354532705892395
-2.765765765765766,7.846321506951017
-2.75975975975976,8.354740511584657
-2.7537537537537538,7.754528017502859
-2.7477477477477477,7.43446940286458
-2.7417417417417416,7.21604408281975
-2.735735735735736,6.00572802541412
-2.72972972972973,6.731580188975635
-2.7237237237237237,6.958032152215639
-2.7177177177177176,8.443111819415716
-2.7117117117117115,7.696998697002922
-2.705705705705706,5.5578032105256785
-2.6996996996997,7.612462437953445
-2.6936936936936937,6.8709034350288585
-2.6876876876876876,6.54674310624203
-2.6816816816816815,7.803092930707959
-2.6756756756756754,8.190239843898432
-2.66966966966967,8.058416264270361
-2.6636636636636637,6.255886589899493
-2.6576576576576576,6.7539318494551726
-2.6516516516516515,7.3625199131104955
-2.6456456456456454,7.974986009446123
-2.6396396396396398,6.488523189311597
-2.6336336336336337,6.750367139542479
-2.6276276276276276,5.798091975465966
-2.6216216216216215,5.67669330287331
-2.6156156156156154,7.653970871046453
-2.6096096096096097,8.166302343137643
-2.6036036036036037,6.706741603117337
-2.5975975975975976,7.751046176936834
-2.5915915915915915,7.0779830026558725
-2.5855855855855854,6.04013306578283
-2.5795795795795797,7.0156264128923755
-2.5735735735735736,8.161317505062224
-2.5675675675675675,6.556577174914883
-2.5615615615615615,8.126241289483712
-2.5555555555555554,3.9111190934411186
-2.5495495495495497,7.322105409983536
-2.5435435435435436,6.556660826140218
-2.5375375375375375,6.140089403946202
-2.5315315315315314,6.5004126716738835
-2.5255255255255253,4.390710265480088
-2.5195195195195197,6.128306721402359
-2.5135135135135136,6.674862754126794
-2.5075075075075075,7.765487944948029
-2.5015015015015014,5.739239543740618
-2.4954954954954953,5.419004165145121
-2.4894894894894897,5.695800874694103
-2.4834834834834836,7.083092330437332
-2.4774774774774775,6.466645761067849
-2.4714714714714714,5.5784110305303205
-2.4654654654654653,6.591787394516199
-2.4594594594594597,6.146018382072658
-2.4534534534534536,6.988078838795566
-2.4474474474474475,5.287945914139674
-2.4414414414414414,5.6329741653898955
-2.4354354354354353,5.5392376070424305
-2.4294294294294296,4.438612404445686
-2.4234234234234235,6.169101366261882
-2.4174174174174174,6.104962242212985
-2.4114114114114114,5.820018451727636
-2.4054054054054053,5.551388030978395
-2.3993993993993996,4.341746735787785
-2.3933933933933935,5.307686612773785
-2.3873873873873874,5.356904020929606
-2.3813813813813813,4.868700014368278
-2.3753753753753752,5.481122462273696
-2.3693693693693696,6.017962065320343
-2.3633633633633635,7.47167228849872
-2.3573573573573574,5.731711523118703
-2.3513513513513513,5.786403568224591
-2.3453453453453452,5.426198873166909
-2.3393393393393396,3.553737329281576
-2.3333333333333335,5.417930568995229
-2.3273273273273274,5.476682698465587
-2.3213213213213213,7.851774789306251
-2.315315315315315,5.168324044552535
-2.3093093093093096,5.634456828396253
-2.3033033033033035,5.270494337302666
-2.2972972972972974,4.108896834549935
-2.2912912912912913,6.392838596062334
-2.285285285285285,5.9744618678282215
-2.2792792792792795,5.986145979994919
-2.2732732732732734,4.258383920183844
-2.2672672672672673,6.5432951721576815
-2.2612612612612613,3.7114514288885894
